,mail,clean_mail,num_characters,num_words,num_sentences,ham_or_spam
215,Finally the match heading towards draw as your prediction.,final match head toward draw predict,58,10,1,0
216,Tired. I haven't slept well the past few nights.,tire nt slept well past night,48,12,2,0
217,Easy ah?sen got selected means its good..,easi ah sen got select mean good,41,10,1,0
218,I have to take exam with march 3,take exam march 3,32,8,1,0
219,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,yeah think use gt atm regist sure s anyway help let know sure readi,159,40,4,0
220,Ok no prob. Take ur time.,ok prob take ur time,25,8,2,0
221,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,os call ubandu run without instal hard disk use os copi import file system give repair shop,161,33,1,0
223,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,u say leh cours noth happen lar say v romant ju bit lor thk e nite sceneri nice leh,119,30,3,0
224,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",500 new mobil 2004 must go txt nokia 89545 collect today www4tcbiz 2optout 08718726270150gbpmtmsg18,143,27,2,1
225,Would really appreciate if you call me. Just need someone to talk to.,would realli appreci call need someon talk,69,15,2,0
226,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",u meet ur dream partner soon ur career 2 flyng start 2 find free txt horo follow ur star sign e g horo ari,137,34,3,1
227,Hey company elama po mudyadhu.,hey compani elama po mudyadhu,30,6,1,0
228,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",life strict teacher bcoz teacher teach lesson amp conduct exam life first conduct exam amp teach lesson happi morn,165,35,4,0
229,Dear good morning now only i am up,dear good morn,34,8,1,0
230,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,get gandhipuram walk cross cut road right side lt gt street road turn first right,109,28,2,0
231,Dear we are going to our rubber place,dear go rubber place,37,8,1,0
232,"Sorry battery died, yeah I'm here",sorri batteri die yeah m,33,8,1,0
233,Yes:)here tv is always available in work place..,ye tv alway avail work place,48,12,1,0
234,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,text meet someon sexi today u find date even flirt u join 4 10p repli name age eg sam 25 18 msg recd thirtyeight penc,157,40,5,1
235,I have printed it oh. So  &lt;#&gt;  come upstairs,print oh lt gt come upstair,50,16,2,0
236,Or ill be a little closer like at the bus stop on the same street,ill littl closer like bu stop street,65,15,1,0
237,Where are you?when wil you reach here?,wil reach,38,10,1,0
238,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theori argument win situat lose person dont argu ur friend kick amp say m alway correct,145,37,6,0
239,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,u 447801259231 secret admir look 2 make contact ufind r reveal think ur specialcal 09058094597,145,27,1,1
240,Tomarrow final hearing on my laptop case so i cant.,tomarrow final hear laptop case cant,51,11,1,0
241,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,pleassssssseeeee tel v avent done sportsx,45,7,1,0
242,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",okay shine meant sign sound better,83,21,3,0
243,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",although told u dat m baig face watch realli like e watch u gave co s fr u thanx 4 everyth dat u ve done today m touch,155,38,1,0
244,U don't remember that old commercial?,u nt rememb old commerci,37,8,1,0
245,Too late. I said i have the website. I didn't i have or dont have the slippers,late said websit nt dont slipper,78,20,3,0
246,I asked you to call him now ok,ask call ok,30,8,1,0
247,Kallis wont bat in 2nd innings.,kalli wont bat 2nd inning,31,7,1,0
248,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,didnt work oh ok goodnight ill fix readi time wake dearli miss good night sleep,146,34,4,0
249,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratul ur award 500 cd voucher 125gift guarante free entri 2 100 wkli draw txt music 87066 tnc wwwldewcom1win150ppmx3age16,150,23,1,1
250,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj deepak 5min hold,44,8,1,0
251,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da,179,41,2,0
252,What you doing?how are you?,,27,8,1,0
253,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",up 3day also ship compani take 2wk way usp take week get lag may bribe nipost get stuff,179,40,2,0
254,"I'm back, lemme know when you're ready",m back lem know re readi,38,11,1,0
255,Don't necessarily expect it to be done before you get back though because I'm just now headin out,nt necessarili expect done get back though m headin,97,20,1,0
256,Mmm so yummy babe ... Nice jolt to the suzy,mmm yummi babe nice jolt suzi,43,10,1,0
257,Where are you lover ? I need you ...,lover need,36,9,2,0
258,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,tri contact repli offer video handset 750 anytim network min unlimit text camcord repli call 08000930705,154,31,5,1
259,I‰Û÷m parked next to a MINI!!!! When are you coming in today do you think?,park next mini come today think,74,20,2,0
260,Yup,yup,3,1,1,0
261,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,anyway m go shop co si done yet dun disturb u liao,85,22,3,0
262,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,luton 0125698789 ring ur around h,51,14,3,0
263,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey realli horni want chat see nake text hot 69698 text charg 150pm unsubscrib text stop 69698,121,25,1,1
264,Why you Dint come with us.,dint come us,26,7,1,0
265,Same. Wana plan a trip sometme then,wana plan trip sometm,35,8,2,0
266,"Not sure yet, still trying to get a hold of him",sure yet still tri get hold,47,12,1,0
267,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,ur rington servic chang 25 free credit go club4mobilescom choos content stop txt club stop 87070 150pwk club4 po box1146 mk45 2wt,159,32,6,1
268,The evo. I just had to download flash. Jealous?,evo download flash jealou,47,12,3,0
269,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,rington club get uk singl chart mobil week choos top qualiti rington messag free charg,133,27,2,1
270,"Come to mu, we're sorting out our narcotics situation",come mu re sort narcot situat,53,11,1,0
271,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay,147,32,2,0
272,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonu special 500 pound genuin hmv voucher answer 4 easi question play send hmv 86688 info www100percentrealcom,155,30,4,1
273,"Usf I guess, might as well take 1 car",usf guess might well take 1 car,37,10,1,0
274,No objection. My bf not coming.,object bf come,31,8,2,0
275,Thanx...,thanx,8,2,1,0
276,Tell rob to mack his gf in the theater,tell rob mack gf theater,38,9,1,0
277,"Awesome, I'll see you in a bit",awesom ll see bit,30,9,1,0
278,Just sent it. So what type of food do you like?,sent type food like,47,13,2,0
279,All done? All handed in? Celebrations in full swing yet?,done hand celebr full swing yet,56,13,3,0
280,You got called a tool?,got call tool,22,6,1,0
281,\Wen u miss someone,wen u miss someon,19,4,1,0
282,Ok. I asked for money how far,ok ask money far,29,8,2,0
283,Okie...,oki,7,2,1,0
284,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",yeah think usual guy s still pass last night get ahold anybodi let know ll throw,121,28,1,0
285,"K, I might come by tonight then if my class lets out early",k might come tonight class let earli,58,14,1,0
286,Ok..,ok,4,2,1,0
287,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,hi babi im cruisin girl friend r u 2 give call hour home that alright fone fone love jenni xxx,148,36,2,0
288,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",life mean lot love life love peopl life world call friend call world ge,160,45,1,0
289,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",dear shall mail tonitebusi street shall updat toniteth look okvarunnathu edukkukaye raksha ollubut good one real sens,152,26,1,0
290,Hey you told your name to gautham ah?,hey told name gautham ah,37,9,1,0
291,Haf u found him? I feel so stupid da v cam was working.,haf u found feel stupid da v cam work,55,15,2,0
292,Oops. 4 got that bit.,oop 4 got bit,21,7,2,0
293,Are you this much buzy,much buzi,22,5,1,0
294,I accidentally deleted the message. Resend please.,accident delet messag resend pleas,50,9,2,0
295,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,tmobil custom may claim free camera phone upgrad pay go sim card loyalti call 0845 021 3680offer end 28thfebt c s appli,159,33,2,1
296,Unless it's a situation where YOU GO GURL would be more appropriate,unless s situat go gurl would appropri,67,13,1,0
297,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,hurt teas make cri end life die plz keep one rose grave say stupid miss u nice day bslvyl,153,39,2,0
298,I cant pick the phone right now. Pls send a message,cant pick phone right pl send messag,51,12,2,0
299,Need a coffee run tomo?Can't believe it's that time of week already,need coffe run tomo ca nt believ s time week alreadi,67,16,1,0
300,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",awesom rememb last time got somebodi high first time diesel v,88,19,1,0
301,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",shit realli shock scari cant imagin second def night u think somewher could crash night save taxi,157,36,3,0
302,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,oh way food fridg want go meal tonight,91,23,2,0
303,He is a womdarfull actor,womdarful actor,24,5,1,0
304,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",sm ac blind date 4u rodds1 21m aberdeen unit kingdom check http img sm acwicmb3cktz8r7 4 blind date send hide,146,34,6,1
305,Yup... From what i remb... I think should be can book... ,yup remb think book,57,14,2,0
