clean_mail,num_characters,num_sentences,target
ye pretti ladi like singl,42,2,0
reciev tone within next 24hr term condit pleas see channel u teletext pg 750,111,2,1
jay say re doublefaggot,36,1,0
privat 2003 account statement 07815296484 show 800 unredeem sim point call 08718738001 identifi code 41782 expir 181104,146,4,1
todaysunday sunday holiday work,50,1,0
ll late,15,1,0
ve call hope l8r malaria know miss guy miss bani big pl give love especi great day,177,4,0
good afternoon love goe day hope mayb got lead job think boytoy send passion kiss across sea,160,4,0
probabl gon na see later tonight lt,63,1,0
mayb fat finger press button nt know,84,1,0
ummmmmaah mani mani happi return day dear sweet heart happi birthday dear,84,2,0
tirupur da start offic call,57,1,0
wwwapplausestorecom monthlysubscript 50pmsg max6month csc web age16 2stop txt stop,96,1,1
famou quot develop abil listen anyth uncondit without lose temper self confid mean marri,169,1,0
go colleg pa els ill come self pa,76,3,0
4 oclock mine bash flat plan,47,2,0
girl stay bed girl nt need recoveri time id rather pass fun coop bed,130,3,0
special,23,1,0
know need get hotel got invit apologis cali sweet come english bloke s weddin,149,3,0
sorri took long omw,32,1,0
wait lt gt min,22,1,0
ok give 5 minut think see btw re alibi cut hair whole time,101,3,0
imagin final get sink bath put pace mayb even eat left also imagin feel cage cock surround bath water remind alway own enjoy cuck,281,3,0
hurri ve weeddefici like three day,54,1,0
sure get acknowledg s astoundingli tactless gener faggi demand blood oath fo,120,1,0
ok everi night take warm bath drink cup milk ll see work magic still need loos weight know,138,3,0
look fri pan case cheap book perhap silli fri pan like book,135,2,0
o well uv caus mutat sunscreen like essenti theseday,66,3,0
lunch onlin,40,1,0
know friend alreadi told,40,1,0
hi princess thank pic pretti,70,4,0
aiyo u alway c ex one dunno abt mei repli first time u repli fast lucki workin huh got bao ur sugardad ah gee,160,2,0
hi msg m offic,26,1,0
thanx 4 e browni s v nice,32,1,0
geeeee love much bare stand,51,2,0
gent tri contact last weekend draw show prize guarante call 09064012160 claim code k52 valid 12hr 150ppm,160,7,1
fuck babe miss alreadi know ca nt let send money toward net need want crave,146,6,0
ill call u 2mrw ninish address icki american freek wont stop callin 2 bad jen k eh,103,1,0
oooh bed ridden ey think,45,2,0
anyway go gym whatev love smile hope ok good day babe miss much alreadi,142,2,0
love daddi make scream pleasur go slap ass dick,92,3,0
wot u wan na missi,26,1,0
yar lor wait 4 mum 2 finish sch lunch lor whole morn stay home clean room room quit clean hee,134,2,0
know lab goggl went,37,1,0
open door,22,1,0
wait call,22,1,0
nope wait sch 4 daddi,33,1,0
1000 cash 2000 prize claim call09050000327,69,2,1
m tire argu week week want ll,109,2,0
ìï wait 4 sch finish ard 5,36,1,0
mobil number claim call us back ring claim hot line 09050005321,100,1,1
arngd marriag u r walkin unfortuntli snake bite u bt love marriag danc frnt snake amp sayin bite bite,140,1,0
huh earli ì dinner outsid izzit,51,1,0
ok anyway need chang said,46,1,0
tri contact repli offer 750 min 150 textand new video phone call 08002988890 repli free deliveri tomorrow,149,1,1
exwif abl kid want kid one day,63,2,0
s scotland hope show jjc tendenc take care live dream,95,4,0
tell u headach want use 1 hour sick time,69,1,0
dun thk ll quit yet hmmm go jazz yogasana oso go meet em lesson den,110,2,0
pete pleas ring meiv hardli gotani credit,55,1,0
ya srsli better yi tho,27,1,0
m meet call later,34,1,0
ur chanc win wkli shop spree txt shop 80878 s c s wwwtxt2shopcom custcar 08715705022 1x150pwk,127,2,1
special select receiv 2000 pound award call 08712402050 line close cost 10ppm 16 cs appli ag promo,142,6,1
privat 2003 account statement 07753741225 show 800 unredeem s i m point call 08715203677 identifi code 42478 expir 241004,148,3,1
still grand prix,24,1,0
met stranger choos friend long world stand friendship never end let friend forev gud nitz,147,4,0
great,24,2,0
gud mrng dear nice day,29,1,0
import custom servic announc call freephon 0800 542 0825,86,2,1
exhaust train morn much wine pie sleep well,87,4,0
m go buy mum s present ar,38,1,0
mind blastin tsunami occur rajnik stop swim indian ocean d,104,1,0
u send home first s ok lor m readi yet,59,2,0
speak cash yet,38,1,0
happi come noon,38,2,0
meet lunch la,22,1,0
take care n get well soon,25,1,0
xclusiv clubsaisai 2morow 285 soire special zouk nichol parisfre rose 2 ladi info 0794674629107880867867,135,3,1
meant say cant wait see u get bore bridgwat banter,87,1,0
neva mind s ok,19,1,0
s fine imma get drink somethin want come find,66,2,0
22 day kick euro2004 u kept date latest news result daili remov send get txt stop 83222,140,3,1
valentin game send di msg ur friend 5 answer r someon realli love u que colour suit best rpli,156,6,0
mani depend,22,1,0
thanx4 today cer nice 2 catch ave 2 find time often oh well take care c u soonc,107,1,0
call said choos futur,65,1,0
happi valentin day know earli hundr handsom beauti wish thought finish aunti uncl 1st,149,2,0
like v shock leh co tell shuhui like tell leona also like dat almost know liao got ask abt ur reaction lor,137,4,0
famili happi,25,1,0
come n pick ì come immedi aft ur lesson,60,1,0
let snow let snow kind weather bring ppl togeth friendship grow,103,3,0
dear got lt gt dollar hi hi,37,1,0
good word word may leav u dismay mani time,58,2,0
make sure alex know birthday fifteen minut far re concern,87,1,0
sorri got thing may pub later,58,2,0
nah s straight bring bud drink someth s actual littl use straight cash,123,1,0
haha good hear m offici paid market 8th,67,1,0
mani lick take get center tootsi pop,66,1,0
yup thk r e teacher said make face look longer darren ask 2 cut short,102,2,0
new textbuddi chat 2 horni guy ur area 4 25p free 2 receiv search postcod gaytextbuddycom txt one name 89693,130,2,1
today vodafon number end 4882 select receiv award number match call 09064019014 receiv award,150,2,1
pleas dont say like hi hi hi,35,2,0
thank u,8,1,0
oh forward messag thought send,62,2,0
got seventeen pound seven hundr ml hope ok,58,2,0
dear voucher holder 2 claim week offer pc go http wwwetlpcoukexpressoff ts cs apply2 stop text txt stop 80062,143,1,1
n funni,20,1,0
sweetheart hope kind day one load reason smile biola,100,3,0
ì login dat time dad fetch ì home,51,1,0
shower babi,36,1,0
askd u question hour answer,53,2,0
well imma definit need restock thanksgiv ll let know m,88,1,0
said kiss kiss ca nt sound effect gorgeou man nt kind person need smile brighten day,133,3,0
probabl gon na swing wee bit,36,1,0
ya nice be readi thursday,37,3,0
allo brave buse taken train triumph mean jolli good rest week,127,4,0
watch cartoon listen music amp eve go templ amp church u,92,1,0
mind ask happen dont say uncomfort,80,2,0
privat 2003 account statement show 800 unredeem s i m point call 08715203694 identifi code 40533 expir 311004,136,3,1
prob send email,35,2,0
1000 cash 2000 prize claim call09050000327 c rstm sw7 3ss 150ppm,97,4,1
that cool sometim slow gentl sonetim rough hard,66,3,0
m gon na say sorri would normal start panic time sorri see tuesday,119,5,0
wait know wesley town bet hella drug,65,2,0
fine miss much,26,1,0
tell drug dealer s get impati,45,1,0
sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng,157,3,0
doesnt make sens take unless free need know wikipediacom,94,2,0
88800 89034 premium phone servic call 08718711108,59,1,1
sea lay rock rock envelop envelop paper paper 3 word,140,4,0
mum s repent,22,1,0
sorri go home first daddi come fetch ì later,57,1,0
leav de start prepar next,43,2,0
ye babi studi posit kama sutra,61,2,0
en chikku nang bakra msg kalstiya teacoffe,56,1,0
carlo ll minut still need buy,54,1,0
pay lt decim gt lakh,37,1,0
good even ttyl,25,2,0
u receiv msg,21,1,0
ho ho big belli laugh see ya tomo,36,2,0
sm ac sun0819 post hello you seem cool,42,2,1
get ur 1st rington free repli msg tone gr8 top 20 tone phone everi week per wk 2 opt send stop 08452810071 16,154,3,1
ditto wo nt worri say anyth anymor like said last night whatev want ll peac,153,4,0
ve got lt gt way could pick,46,1,0
dont knw pa drink milk,34,1,0
mayb say hi find got card great escap wetherspoon,80,3,0
piggi r u awak bet u re still sleep m go 4 lunch,69,3,0
caus m freaki lol,24,1,0
miss call caus yell scrappi miss u ca nt wait u come home m lone today,108,4,0
hex place talk explain,46,2,0
ìï log 4 wat s sdryb8i,30,2,0
xy go 4 e lunch,22,1,0
hi m sue 20 year old work lapdanc love sex text live m bedroom text sue 89555 textoper g2 1da 150ppmsg 18,158,6,1
want ask ì wait 4 finish lect co lect finish hour anyway,87,2,0
finish work yet,30,2,0
everi king cri babi everi great build map imprtant u r today u wil reach tomorw gud ni8,143,2,0
dear cherthalain case u r come cochin pl call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engag an holiday,169,1,0
thank love torch bold,42,2,0
forward 448712404000 pleas call 08712404000 immedi urgent messag wait,111,1,1
farm open,18,1,0
sorri troubl u buy 4d dad 1405 1680 1843 2 big 1 small sat n sun thanx,109,5,0
sister law hope great month say hey abiola,76,3,0
purchas stuff today mail po box number,73,2,0
ah poop look like ill prob send laptop get fix cuz gpu problem,92,2,0
good good job like entrepreneur,36,3,0
aight close still around alex s place,54,1,0
meet corpor st outsid gap see mind work,78,1,0
mum ask ì buy food home,30,1,0
k u also dont msg repli msg,40,1,0
much r ì will pay,29,1,0
import prevent dehydr give enough fluid,77,1,0
that bit weird even suppos happen good idea sure pub,109,2,0
true dear sat pray even felt soso sm d time,75,1,0
nt think get away trek long famili town sorri,76,1,0
wan na gym harri,30,1,0
quit late lar ard 12 anyway wun b drivin,49,1,0
review keep fantast nokia ngage game deck club nokia go 2 wwwcnupdatescomnewslett unsubscrib alert repli word,155,2,1
4mth half price orang line rental latest camera phone 4 free phone 11mth call mobilesdirect free 08000938767 updat or2stoptxt cs,160,4,1
height confid aeronaut professor wer calld amp wer askd 2 sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt 1 didnt move said if made student,269,4,0
seem like weird time night g want come smoke day shitstorm attribut alway come make everyon smoke,195,1,0
08714712388 10am7pm cost 10p,37,1,1
save stress person dorm account send account detail money sent,125,2,0
also know lunch menu da know,48,3,0
stuff sell ill tell,39,1,0
449071512431 urgent 2nd attempt contact u u call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvari 50,163,5,1
book lesson msg call work sth m go get spec membership px3748,121,5,0
guarante cash prize claim yr prize call custom servic repres 08714712394 10am7pm,147,2,1
macha dont feel upseti assum mindsetbeliev one even wonder plan uslet life begin againcal anytim,162,1,0
oh send address,29,2,0
sfine anytim best,38,3,0
wondar full flim,25,1,0
ya even cooki jelli,40,1,0
world run stillmayb feel itor admit madthen correct let call lifeand keep run world may u r also runninglet run,226,1,0
got look scrumptiou daddi want eat night long,70,2,0
co lar m ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today,140,2,0
alright omw got ta chang order half8th,47,1,0
exactli anyway far jide studi visit,63,3,0
dunno u ask,17,1,0
email alertfrom jeri stewarts 2kbsubject lowcost prescripiton drvgsto listen email call 123,101,1,1
nt spring come earli yay,41,2,0
lol wo nt feel bad use money take steak dinner d,80,1,0
even u dont get troubl convinc tel twice tel neglect msg dont c read dont repli,137,1,0
leav qatar tonit search opportunityal went fastpl add ur prayer dearrakhesh,103,1,0
one talk,29,1,0
thank look realli appreci,51,2,0
hi custom loyalti offer new nokia6650 mobil txtauction txt word start 81151 get 4t ctxt tc 150pmtmsg,149,4,1
wish,25,1,0
haha mayb u re rite u know well da feel like someon gd lor u faster go find one gal group attach liao,149,3,0
ye glad made,38,2,0
well littl time thing good time ahead,62,2,0
got room soon nt put clock back til 8 shout everyon get realis 7 wahay anoth hour bed,181,5,0
ok may free gym,34,2,0
men like shorter ladi gaze eye,47,2,0
dunno ju say go lido time 930,40,2,0
promis take good care princess run pleas send pic get chanc ttyl,110,4,0
u subscrib best mobil content servic uk per 10 day send stop 82324 helplin 08706091795,132,2,1
reason ve spoken year anyway great week best exam,101,2,0
monday next week give full gist,42,2,0
realiz 40 year ll thousand old ladi run around tattoo,102,1,1
import custom servic announc premier,65,1,1
dont gim lip caveboy,27,1,0
get librari,31,1,0
reali sorryi nt recognis number confus r u pleas,82,2,0
didnt holla,23,1,0
cant think anyon spare room top head,59,1,0
faith make thing possibl hope make thing work love make thing beauti may three christma merri christma,133,1,0
u made appoint,33,1,0
call youcarlo isar phone s vibrat act might hear text,95,1,0
romant pari 2 night 2 flight book 4 next year call 08704439680t cs appli,96,3,1
grandma oh dear u still ill felt shit morn think hungov anoth night leav sat,135,5,0
urgent ur guarante award still unclaim call 09066368327 closingdate040902 claimcod m39m51,161,2,1
noth ju tot u would ask co u ba gua went mt faber yest yest ju went alreadi mah today go ju call lor,151,2,0
wish famili merri x ma happi new year advanc,75,1,0
ur award citi break could win summer shop spree everi wk txt store 88039 skilgm tscs087147403231winawk age16,151,4,1
m nt goin got somethin unless meetin 4 dinner lor haha wonder go ti time,103,1,0
lol know re dramat school alreadi close tomorrow appar ca nt drive inch snow suppos get,137,4,0
get anywher damn job hunt,58,1,0
lol u drunkard hair moment yeah still 4 tonight wat plan,89,5,0
idc get weasel way shit twice row,81,1,0
wil lt gt minut got space,57,2,0
thank pick trash,32,1,0
nt go tell friend re sure want live smoke much spend hour beg come smoke,145,1,0
hi kate love see tonight ill phone tomorrow got sing guy gave card xxx,122,3,0
happi new year dear brother realli miss got number decid send text wish happi abiola,143,4,0
mean get door,23,1,0
hmmm thought said 2 hour slave 3 late punish,94,2,0
beerag,8,1,0
import custom servic announc premier call freephon 0800 542 0578,99,2,1
